fips,d03012021
38061,4.0
38063,2.0
38065,1.0
38067,1.0
38069,4.0
38071,5.0
38073,3.0
38075,0.0
38077,30.0
38079,14.0
38081,2.0
38083,0.0
38085,1.0
38087,0.0
38089,36.0
38091,1.0
38093,6.0
38095,0.0
38097,5.0
38099,6.0
38101,55.0
38103,1.0
38105,34.0
39001,24.0
39003,68.0
39005,48.0
39007,213.0
39009,87.0
39011,23.0
39013,81.0
39015,32.0
39017,538.0
39019,20.0
39021,47.0
39023,145.0
39025,233.0
39027,43.0
39029,91.0
39031,64.0
39033,35.0
39035,1684.0
39037,27.0
39039,47.0
39041,261.0
39043,105.0
39045,174.0
39047,34.0
39049,1334.0
39051,46.0
39053,27.0
39055,116.0
39057,138.0
39059,36.0
39061,957.0
39063,56.0
39065,36.0
39067,15.0
39069,34.0
39071,53.0
39073,23.0
39075,16.0
39077,106.0
39079,26.0
39081,101.0
39083,47.0
39085,292.0
39087,72.0
39089,203.0
39091,52.0
39093,327.0
39095,659.0
39097,39.0
39099,261.0
39101,54.0
39103,240.0
39105,19.0
39107,24.0
39109,94.0
39111,22.0
39113,430.0
39115,28.0
39117,30.0
39119,137.0
39121,10.0
39123,52.0
39125,20.0
39127,29.0
39129,95.0
39131,35.0
39133,230.0
39135,31.0
39137,23.0
39139,147.0
39141,73.0
39143,47.0
39145,80.0
39147,61.0
39149,23.0
39151,465.0
39153,710.0
39155,239.0
39157,58.0
39159,88.0
39161,23.0
39163,5.0
39165,298.0
39167,113.0
39169,79.0
39171,26.0
39173,139.0
39175,23.0
40001,14.0
40003,8.0
40005,28.0
40007,7.0
40009,35.0
40011,9.0
40013,101.0
40015,33.0
40017,310.0
40019,131.0
40021,38.0
40023,16.0
40025,23.0
40027,327.0
40029,1.0
40031,270.0
40033,8.0
40035,14.0
40037,76.0
40039,49.0
40041,36.0
40043,6.0
40045,3.0
40047,63.0
40049,39.0
40051,59.0
40053,4.0
40055,5.0
40057,2.0
40059,2.0
40061,11.0
40063,15.0
40065,50.0
40067,2.0
40069,12.0
40071,35.0
40073,24.0
40075,6.0
40077,8.0
40079,73.0
40081,34.0
40083,101.0
40085,10.0
40087,40.0
40089,32.0
40091,23.0
40093,4.0
40095,8.0
40097,31.0
40099,18.0
40101,48.0
40103,10.0
40105,15.0
40107,4.0
40109,974.0
40111,35.0
40113,62.0
40115,25.0
40117,13.0
40119,76.0
40121,49.0
40123,75.0
40125,145.0
40127,12.0
40129,1.0
40131,68.0
40133,17.0
40135,28.0
40137,36.0
40139,13.0
40141,6.0
40143,862.0
40145,93.0
40147,86.0
40149,4.0
40151,3.0
40153,20.0
41001,25.0
41003,84.0
41005,176.0
41007,9.0
41009,50.0
41011,123.0
41013,10.0
41015,22.0
41017,96.0
41019,139.0
41021,0.0
41023,2.0
41025,5.0
41027,11.0
41029,247.0
41031,35.0
41033,77.0
41035,38.0
41037,2.0
41039,230.0
41041,12.0
41043,55.0
41045,20.0
41047,277.0
41049,17.0
41051,278.0
41053,76.0
41055,1.0
41057,10.0
41059,79.0
41061,19.0
41063,0.0
41065,3.0
41067,367.0
41069,0.0
41071,57.0
42001,153.0
42003,1887.0
42005,52.0
42007,283.0
42009,32.0
42011,614.0
42013,90.0
42015,126.0
42017,1089.0
42019,239.0
42021,158.0
42023,5.0
42025,89.0
42027,270.0
42029,692.0
42031,40.0
42033,138.0
42035,94.0
42037,62.0
42039,96.0
42041,659.0
42043,406.0
42045,911.0
42047,30.0
42049,397.0
42051,171.0
42053,4.0
42055,212.0
42057,14.0
42059,52.0
42061,63.0
42063,80.0
42065,39.0
42067,21.0
42069,339.0
42071,887.0
42073,118.0
42075,202.0
42077,573.0
42079,409.0
42081,260.0
42083,32.0
42085,120.0
42087,59.0
42089,245.0
42091,1122.0
42093,31.0
42095,658.0
42097,112.0
42099,59.0
42101,1900.0
42103,90.0
42105,33.0
42107,140.0
42109,71.0
42111,56.0
42113,4.0
42115,37.0
42117,27.0
42119,203.0
42121,66.0
42123,31.0
42125,198.0
42127,87.0
42129,462.0
42131,23.0
42133,647.0
44001,57.0
44003,303.0
44005,101.0
44007,1318.0
44009,280.0
45001,45.0
45003,442.0
45005,31.0
45007,586.0
45009,32.0
45011,44.0
45013,358.0
45015,453.0
45017,10.0
45019,798.0
45021,123.0
45023,100.0
45025,118.0
45027,98.0
45029,72.0
45031,101.0
45033,79.0
45035,457.0
45037,90.0
45039,39.0
45041,215.0
45043,144.0
45045,1317.0
45047,183.0
45049,40.0
45051,898.0
45053,32.0
45055,173.0
45057,268.0
45059,106.0
45061,15.0
45063,740.0
45065,25.0
45067,43.0
45069,46.0
45071,111.0
45073,153.0
45075,240.0
45077,294.0
45079,940.0
45081,56.0
45083,879.0
45085,249.0
45087,58.0
45089,76.0
45091,1010.0
46003,1.0
46005,46.0
46007,1.0
46009,2.0
46011,24.0
46013,42.0
46015,3.0
46017,0.0
46019,6.0
46021,0.0
46023,24.0
46025,9.0
46027,12.0
46029,62.0
46031,1.0
46033,7.0
46035,15.0
46037,9.0
46039,2.0
46041,9.0
46043,10.0
46045,3.0
46047,7.0
46049,4.0
46051,20.0
46053,7.0
46055,5.0
46057,18.0
46059,7.0
46061,8.0
46063,0.0
46065,14.0
46067,5.0
46069,2.0
46071,2.0
46073,4.0
46075,0.0
46077,8.0
46079,16.0
46081,19.0
46083,86.0
46085,1.0
46087,3.0
46089,2.0
46091,15.0
46093,34.0
46095,3.0
46097,1.0
46099,278.0
46101,6.0
46102,9.0
46103,154.0
46105,3.0
46107,4.0
46109,31.0
46111,4.0
46115,2.0
46117,4.0
46119,1.0
46121,1.0
46123,11.0
46125,7.0
46127,21.0
46129,8.0
46135,13.0
46137,0.0
47001,116.0
47003,55.0
47005,10.0
47007,25.0
47009,172.0
47011,254.0
47013,27.0
47015,20.0
47017,23.0
47019,58.0
47021,65.0
47023,14.0
47025,88.0
47027,13.0
47029,39.0
47031,74.0
47033,7.0
47035,52.0
47037,1005.0
47039,7.0
47041,37.0
47043,103.0
47045,14.0
47047,39.0
47049,11.0
47051,38.0
47053,33.0
47055,38.0
47057,26.0
47059,53.0
47061,34.0
47063,103.0
47065,541.0
47067,2.0
47069,8.0
47071,22.0
47073,87.0
47075,8.0
47077,16.0
47079,26.0
47081,28.0
47083,10.0
47085,28.0
47087,8.0
47089,89.0
47091,21.0
47093,680.0
47095,5.0
47097,13.0
47099,25.0
47101,15.0
47103,40.0
47105,77.0
47107,94.0
47109,38.0
47111,21.0
47113,77.0
47115,49.0
47117,29.0
47119,95.0
47121,15.0
47123,88.0
47125,249.0
47127,8.0
47129,13.0
47131,11.0
47133,18.0
47135,11.0
47137,1.0
47139,36.0
47141,98.0
47143,38.0
47145,107.0
47147,101.0
47149,623.0
47151,27.0
47153,22.0
47155,169.0
47157,1001.0
47159,41.0
47161,7.0
47163,207.0
47165,276.0
47167,82.0
47169,15.0
47171,15.0
47173,41.0
47175,6.0
47177,35.0
47179,121.0
47181,6.0
47183,16.0
47185,53.0
47187,358.0
47189,283.0
48001,38.0
48003,15.0
48005,257.0
48007,17.0
48009,9.0
48011,0.0
48013,319.0
48015,45.0
48017,9.0
48019,92.0
48021,113.0
48023,0.0
48025,-1.0
48027,399.0
48029,3067.0
48031,5.0
48033,0.0
48035,24.0
48037,97.0
48039,1566.0
48041,853.0
48043,2.0
48045,2.0
48047,7.0
48049,62.0
48051,18.0
48053,88.0
48055,78.0
48057,256.0
48059,20.0
48061,337.0
48063,17.0
48065,2.0
48067,15.0
48069,2.0
48071,122.0
48073,26.0
48075,8.0
48077,9.0
48079,5.0
48081,1.0
48083,6.0
48085,2012.0
48087,0.0
48089,29.0
48091,260.0
48093,168.0
48095,23.0
48097,47.0
48099,79.0
48101,1.0
48103,6.0
48105,4.0
48107,2.0
48109,3.0
48111,-29.0
48113,3459.0
48115,4.0
48117,15.0
48119,7.0
48121,3827.0
48123,11.0
48125,2.0
48127,75.0
48129,0.0
48131,27.0
48133,74.0
48135,735.0
48137,7.0
48139,308.0
48141,2214.0
48143,44.0
48145,9.0
48147,30.0
48149,35.0
48151,0.0
48153,9.0
48155,2.0
48157,1468.0
48159,11.0
48161,-8.0
48163,79.0
48165,1.0
48167,925.0
48169,3.0
48171,128.0
48173,1.0
48175,0.0
48177,130.0
48179,19.0
48181,158.0
48183,108.0
48185,63.0
48187,738.0
48189,22.0
48191,3.0
48193,2.0
48195,2.0
48197,3.0
48199,111.0
48201,7892.0
48203,49.0
48205,39.0
48207,5.0
48209,461.0
48211,1.0
48213,100.0
48215,3941.0
48217,24.0
48219,12.0
48221,75.0
48223,42.0
48225,5.0
48227,21.0
48229,1.0
48231,0.0
48233,15.0
48235,7.0
48237,3.0
48239,110.0
48241,36.0
48243,8.0
48245,297.0
48247,3.0
48249,79.0
48251,291.0
48253,36.0
48255,104.0
48257,256.0
48259,275.0
48261,0.0
48263,1.0
48265,212.0
48267,2.0
48269,-2.0
48271,5.0
48273,38.0
48275,1.0
48277,57.0
48279,9.0
48281,31.0
48283,127.0
48285,101.0
48287,59.0
48289,20.0
48291,280.0
48293,56.0
48295,4.0
48297,19.0
48299,50.0
48301,0.0
48303,176.0
48305,0.0
48307,14.0
48309,756.0
48311,2.0
48313,22.0
48315,10.0
48317,1.0
48319,9.0
48321,58.0
48323,146.0
48325,66.0
48327,1.0
48329,96.0
48331,41.0
48333,15.0
48335,10.0
48337,26.0
48339,939.0
48341,8.0
48343,9.0
48345,0.0
48347,86.0
48349,103.0
48351,4.0
48353,7.0
48355,361.0
48357,2.0
48359,0.0
48361,247.0
48363,28.0
48365,32.0
48367,279.0
48369,3.0
48371,31.0
48373,106.0
48375,123.0
48377,5.0
48379,14.0
48381,137.0
48383,-1.0
48385,8.0
48387,6.0
48389,13.0
48391,16.0
48393,0.0
48395,19.0
48397,209.0
48399,8.0
48401,60.0
48403,1.0
48405,10.0
48407,32.0
48409,67.0
48411,1.0
48413,4.0
48415,1.0
48417,1.0
48419,21.0
48421,1.0
48423,276.0
48425,12.0
48427,147.0
48429,-7.0
48431,1.0
48433,4.0
48435,9.0
48437,7.0
48439,3838.0
48441,263.0
48443,0.0
48445,0.0
48447,0.0
48449,34.0
48451,60.0
48453,1827.0
48455,16.0
48457,29.0
48459,27.0
48461,14.0
48463,38.0
48465,88.0
48467,74.0
48469,89.0
48471,28.0
48473,81.0
48475,14.0
48477,58.0
48479,215.0
48481,62.0
48483,3.0
48485,208.0
48487,23.0
48489,60.0
48491,0.0
48493,334.0
48495,10.0
48497,91.0
48499,59.0
48501,0.0
48503,30.0
48505,14.0
48507,62.0
49011,454.0
49035,1511.0
49037,15.0
49043,89.0
49045,103.0
49049,1012.0
49051,44.0
50001,46.0
50003,70.0
50005,22.0
50007,189.0
50009,6.0
50011,85.0
50013,9.0
50015,43.0
50017,18.0
50019,47.0
50021,60.0
50023,18.0
50025,26.0
50027,36.0
51001,36.0
51003,209.0
51005,106.0
51007,24.0
51009,34.0
51011,28.0
51013,288.0
51015,70.0
51017,5.0
51019,91.0
51021,2.0
51023,68.0
51025,19.0
51027,7.0
51029,14.0
51031,72.0
51033,41.0
51035,46.0
51036,6.0
51037,16.0
51041,517.0
51043,13.0
51045,5.0
51047,54.0
51049,14.0
51051,8.0
51053,41.0
51057,17.0
51059,1386.0
51061,73.0
51063,11.0
51065,19.0
51067,58.0
51069,87.0
51071,32.0
51073,54.0
51075,13.0
51077,22.0
51079,26.0
51081,12.0
51083,77.0
51085,141.0
51087,496.0
51089,88.0
51091,1.0
51093,75.0
51095,74.0
51097,11.0
51099,34.0
51101,42.0
51103,21.0
51105,31.0
51107,422.0
51109,25.0
51111,17.0
51113,6.0
51115,17.0
51117,43.0
51119,24.0
51121,380.0
51125,20.0
51127,24.0
51131,15.0
51133,14.0
51135,25.0
51137,60.0
51139,18.0
51141,26.0
51143,89.0
51145,19.0
51147,38.0
51149,81.0
51153,654.0
51155,42.0
51157,9.0
51159,-13.0
51161,152.0
51163,30.0
51165,66.0
51167,27.0
51169,13.0
51171,41.0
51173,14.0
51175,17.0
51177,160.0
51179,241.0
51181,13.0
51183,27.0
51185,33.0
51187,49.0
51191,32.0
51193,16.0
51195,63.0
51197,25.0
51199,79.0
51510,156.0
51520,9.0
51530,12.0
51540,123.0
51550,438.0
51570,61.0
51580,-84.0
51590,86.0
51595,2.0
51600,12.0
51610,12.0
51620,28.0
51630,59.0
51640,11.0
51650,239.0
51660,81.0
51670,48.0
51678,33.0
51680,47.0
51683,42.0
51685,14.0
51690,24.0
51700,329.0
51710,371.0
51720,3.0
51730,123.0
51735,24.0
51740,162.0
51750,18.0
51760,350.0
51770,156.0
51775,-20.0
51790,52.0
51800,150.0
51810,776.0
51820,31.0
51830,17.0
51840,21.0
53001,21.0
53003,7.0
53005,157.0
53007,34.0
53009,9.0
53011,285.0
53013,0.0
53015,161.0
53017,36.0
53019,4.0
53021,121.0
53023,3.0
53025,137.0
53027,81.0
53029,33.0
53031,4.0
53033,1173.0
53035,106.0
53037,43.0
53039,1.0
53041,78.0
53043,3.0
53045,54.0
53047,46.0
53049,16.0
53051,18.0
53053,970.0
53055,0.0
53057,99.0
53059,1.0
53061,507.0
53063,559.0
53065,47.0
53067,187.0
53069,10.0
53071,49.0
53073,234.0
53075,69.0
53077,358.0
54001,46.0
54003,108.0
54005,33.0
54007,5.0
54009,15.0
54011,118.0
54013,8.0
54015,6.0
54017,3.0
54019,68.0
54021,9.0
54023,20.0
54025,55.0
54027,33.0
54029,23.0
54031,7.0
54033,33.0
54035,21.0
54037,55.0
54039,230.0
54041,17.0
54043,15.0
54045,41.0
54047,12.0
54049,62.0
54051,31.0
54053,9.0
54055,62.0
54057,12.0
54059,33.0
54061,253.0
54063,14.0
54065,16.0
54067,16.0
54069,42.0
54071,2.0
54073,4.0
54075,13.0
54077,30.0
54079,75.0
54081,107.0
54083,28.0
54085,9.0
54087,113.0
54089,4.0
54091,18.0
54093,4.0
54095,8.0
54097,29.0
54099,35.0
54101,30.0
54103,23.0
54105,12.0
54107,97.0
54109,22.0
55001,12.0
55003,6.0
55005,64.0
55007,8.0
55009,251.0
55011,11.0
55013,25.0
55015,48.0
55017,36.0
55019,10.0
55021,42.0
55023,5.0
55025,601.0
55027,59.0
55029,16.0
55031,34.0
55033,35.0
55035,68.0
55037,2.0
55039,99.0
55041,1.0
55043,45.0
55045,71.0
55047,4.0
55049,10.0
55051,11.0
55053,0.0
55055,52.0
55057,7.0
55059,137.0
55061,5.0
55063,99.0
55065,23.0
55067,6.0
55069,21.0
55071,59.0
55073,120.0
55075,11.0
55077,14.0
55078,0.0
55079,715.0
55081,49.0
55083,19.0
55085,40.0
55087,255.0
55089,58.0
55091,5.0
55093,52.0
55095,67.0
55097,61.0
55099,10.0
55101,149.0
55103,8.0
55105,85.0
55107,8.0
55109,98.0
55111,54.0
55113,22.0
55115,31.0
55117,166.0
55119,10.0
55121,19.0
55123,19.0
55125,62.0
55127,76.0
55129,10.0
55131,111.0
55133,364.0
55135,51.0
55137,4.0
55139,148.0
55141,34.0
56001,16.0
56003,16.0
56005,18.0
56007,35.0
56009,5.0
56011,0.0
56013,65.0
56015,4.0
56017,1.0
56019,97.0
56021,63.0
56023,23.0
56025,31.0
56027,1.0
56029,15.0
56031,8.0
56033,25.0
56035,5.0
56037,86.0
56039,26.0
56041,25.0
56043,4.0
56045,2.0
49001,15.0
49003,56.0
49005,165.0
49007,48.0
49009,0.0
49013,15.0
49015,27.0
49017,23.0
49019,8.0
49021,84.0
49023,13.0
49025,75.0
49027,6.0
49029,10.0
49031,2.0
49033,12.0
49039,49.0
49041,25.0
49047,57.0
49053,246.0
49055,-1.0
49057,259.0
